galaxy,Npoints,data_quality_flag,has_bulge,bulge_size_kpc,gas_negative_flag,R_max_kpc,Mtot_Msun,Mgas_Msun,Mdisk_Msun,Mbul_Msun,bulge_to_total_at_Rmax,disk_vs_gas_ratio,Phi_N_Rmax,shear_mean,v_flat_kms
UGC06923_rotmod,6,ok,False,0.0,False,5.16,4368624116.2552805,1139569320.8474486,3229054795.4078307,0.0,0.0,5.432597508293457,4.051611480134029e-08,0.43290079377852153,73.14000000000001
UGC06930_rotmod,10,ok,False,0.0,False,16.61,16495083199.956884,6172782722.721069,10322300477.235815,0.0,0.0,3.7498151858559163,4.7524515029812825e-08,0.26906101761474926,108.0
UGC06973_rotmod,9,ok,True,1.74,False,7.85,58372292937.54288,1721294051.9255872,49328630855.545586,7322368030.071708,0.12544252866520914,75.40678618360653,3.558524107193535e-07,0.029752236369920453,176.0
UGC06983_rotmod,17,ok,False,0.0,False,15.68,11689357667.219519,5859275910.831414,5830081756.388104,0.0,0.0,3.18008944871332,3.5676102634607825e-08,0.217721665339874,108.4
UGC07089_rotmod,12,ok,False,0.0,False,9.16,5893365419.914625,1484325354.079993,4409040065.834633,0.0,0.0,5.4014049919617255,3.0789363616121335e-08,0.5443557567196814,74.7
UGC07125_rotmod,13,ok,False,0.0,False,18.68,8127357062.487583,5157428270.275246,2969928792.2123356,0.0,0.0,1.4644439569275969,2.082117738258927e-08,0.3251577215986643,65.3
UGC07151_rotmod,11,review,False,0.0,True,5.5,3950794887.6040573,1024144740.2769556,2926650147.327102,0.0,0.0,5.7942621730921235,3.437594211520771e-08,0.42699553057761147,72.53999999999999
UGC07232_rotmod,4,review,False,0.0,False,0.82,143667700.14094242,31090050.34392469,112577649.7970177,0.0,0.0,6.480373723773853,8.384518029249274e-09,0.7202328267486678,30.45
UGC07261_rotmod,7,ok,False,0.0,False,6.67,3286009358.6209316,1351401257.1737914,1934608101.4471402,0.0,0.0,6.6467099347186,2.3576306986938508e-08,0.236581870729779,72.12
UGC07323_rotmod,10,review,False,0.0,True,5.82,6129802958.992349,1116137331.3147838,5013665627.677564,0.0,0.0,9.33281031098383,5.04029952446763e-08,0.5764892689000118,78.12
UGC07399_rotmod,10,ok,False,0.0,False,6.13,2304468398.3003325,930396486.8569597,1374071911.4433725,0.0,0.0,3.1583181466365753,1.7990494388833766e-08,0.3166405986383357,100.2
UGC07524_rotmod,31,review,False,0.0,True,10.69,6618272448.663064,2968594997.0780907,3649677451.584974,0.0,0.0,2.2847631231101064,2.962782371660472e-08,0.4859500094513859,81.32000000000001
UGC07559_rotmod,7,ok,False,0.0,False,2.53,299951640.43115205,159176189.56057087,140775450.87058112,0.0,0.0,2.05512698057982,5.673662995930519e-09,0.652684570677764,28.080000000000002
UGC07577_rotmod,9,review,False,0.0,True,1.69,88043787.47915974,32681513.416964263,55362274.06219549,0.0,0.0,3.0445147433775737,2.4931294450500713e-09,0.7233363851011684,14.180000000000001
UGC07603_rotmod,12,ok,False,0.0,False,4.11,698042229.5139676,283027959.88853496,415014269.62543267,0.0,0.0,3.619823968353922,8.127794056515908e-09,0.4497409233322157,62.0
UGC07608_rotmod,8,ok,False,0.0,False,4.78,940388247.4002801,646559179.4459565,293829067.9543236,0.0,0.0,0.9683004934962067,9.41482196730442e-09,0.7200478787462894,60.58
UGC07690_rotmod,7,ok,False,0.0,False,4.13,1413707833.3357167,481375538.2063741,932332295.1293433,0.0,0.0,5.419025838519244,1.638107612430371e-08,0.08646957739434842,58.04
UGC07866_rotmod,7,ok,False,0.0,False,2.32,255115256.35194638,110920563.17269185,144194693.1792546,0.0,0.0,2.6087509467076564,5.2623685647601276e-09,0.4903124080452384,28.359999999999996
UGC08286_rotmod,17,review,False,0.0,True,8.04,2700489823.684496,1292984516.1424792,1407505307.542017,0.0,0.0,3.2756009962678254,1.607382782517501e-08,0.3822410337846987,83.54
UGC08490_rotmod,30,ok,False,0.0,False,10.15,2235406114.8012757,1194694479.4068573,1040711635.394418,0.0,0.0,2.4186737881961267,1.0539577655967902e-08,0.15336890483973808,77.38
UGC08550_rotmod,11,ok,False,0.0,False,5.36,907471911.1779222,605360038.299042,302111872.8788802,0.0,0.0,2.313473987551957,8.102167500424884e-09,0.29663740631087127,56.18000000000001
UGC08699_rotmod,41,ok,True,0.22,False,25.7,60440386956.03325,6927764790.429984,38788736127.8068,14723886037.796469,0.2436100557811983,26.526853655503306,1.1254518738035546e-07,-0.0003845782135404489,180.6
UGC08837_rotmod,8,review,False,0.0,True,4.2,1164833989.585077,514328332.2930598,650505657.2920173,0.0,0.0,2.478885429931581,1.3272341881540407e-08,0.9332929392745491,40.2
UGC09037_rotmod,22,ok,False,0.0,False,27.96,97502555696.54674,28817116821.577847,68685438874.968895,0.0,0.0,6.905710221508445,1.668828269905531e-07,0.3007024778689925,150.6
UGC09133_rotmod,68,review,True,0.32,True,108.31,352836740533.09326,66478702434.91395,205656717053.59164,80701321044.58763,0.228721422045385,24.587030662831946,1.5589710892895938e-07,-0.05447812506478598,224.8
UGC09992_rotmod,5,review,False,0.0,False,3.89,718303523.1775004,278566970.6152417,439736552.5622586,0.0,0.0,2.5496286425426318,8.83672237768064e-09,0.12267548269849554,32.02
UGC10310_rotmod,7,ok,False,0.0,False,7.74,3979753171.590168,1718239497.0708997,2261513674.519268,0.0,0.0,2.8474110395474947,2.460639507088278e-08,0.39057230187563485,70.28
UGC11455_rotmod,36,ok,False,0.0,False,41.93,435066478533.2895,23492904052.533947,411573574480.7555,0.0,0.0,74.4344197635502,4.965506742639681e-07,0.40861339590681345,268.6
UGC11557_rotmod,12,review,False,0.0,True,10.56,18092566122.12101,2730746420.749364,15361819701.371647,0.0,0.0,18.21881538562819,8.199154424185935e-08,0.8746817758124752,81.16
UGC11820_rotmod,10,review,False,0.0,True,15.82,5667026149.624595,4601531264.979817,1065494884.644777,0.0,0.0,0.8270577062656091,1.71427919020778e-08,0.38118282413628274,74.28999999999999
UGC11914_rotmod,65,ok,True,0.28,False,9.83,151876058290.68277,1960731109.7279859,112668526371.27348,37246800809.681274,0.2452447161776668,293.2599480295458,7.393815598748192e-07,0.09356319620065072,291.8
UGC12506_rotmod,31,ok,False,0.0,False,49.99,236810339382.44577,79280037584.08365,157530301798.36212,0.0,0.0,6.877906132141519,2.2669938357002032e-07,0.14294367207847744,229.4
UGC12632_rotmod,15,ok,False,0.0,False,10.66,4216071591.774102,2445225160.4670124,1770846431.3070889,0.0,0.0,1.7664614523334206,1.8927078700017455e-08,0.4011519550209877,72.2
UGC12732_rotmod,16,review,False,0.0,True,15.4,8600534666.958218,6744130389.427979,1856404277.5302374,0.0,0.0,1.3493541077118323,2.6726220408276357e-08,0.33696993298067635,91.56
UGCA281_rotmod,7,ok,False,0.0,False,1.08,94855072.44231944,25160408.550361127,69694663.89195833,0.0,0.0,3.9082140758740214,4.203099007795739e-09,0.5941490703787583,26.579999999999995
UGCA442_rotmod,8,ok,False,0.0,False,6.33,578902226.9133372,412913527.5716503,165988699.34168693,0.0,0.0,0.39634536532296816,4.376574503335171e-09,0.5322905662982269,54.9
UGCA444_rotmod,36,review,False,0.0,True,2.62,132965272.92367825,116175466.98320182,16789805.940476447,0.0,0.0,0.12658997427888163,2.428676965253053e-09,0.5693804354978995,36.96
